Timestamp,What year are you?,How old are you?,You could describe the adults you grew up with as...,You could describe yourself as...,How would you rate your religiousness?,What bests represents your gender?,"My boyfriend is a doctor. Lately he's been complaining about pain in his right knee and constantly taking TONS of ibuprofen to treat (like 15-20 pills a day). However, it's only gotten worse. I've told him he needs to see someone about it but he told me it was fine. So I told him that if this is how he treats herself, I'd be concerned about being his patient. He was shocked and told me that was uncalled for. Am I a jerk?","My son is getting married soon. Due to a complicated past, we've only just met recently. We've been building a relationship the last few years though and I am lucky to have him in my life now. Recently, he asked me to do a reading with his father while I am honored I told him no. His step-mother practically raised him from a baby and I think that she deserves it far more than me. He was really upset and hurt when I said no. Am I a jerk?","I'm a trust fund kid; I get a healthy 'allowance' from my parents, but I mostly sock it away since I don't really feel like I deserve it. I live with my boyfriend, who comes from a poor family, and we split things 50-50. Recently, he found out how much money my parents send me each month and freaked out, saying it wasn't fair that I was making him split things 50/50. I told him it was my money, and it only seems fair if we cover half the expenses. Am I a jerk?","My husband and I have separate finances, but I pay for almost everything. My son starts school next year, and I'm planning on sending him to a private school. My husband's son currently goes to a much less nice public school. My husband says I'm a jerk for not paying for his son to go to private school as well.","I saw a poster for a lost cat advertising a 500 dollar reward. I saw the cat, tracked it down, and called the owner. When I met with them, they said there wasn't actually a reward, they had just listed one because they thought it would motivate people to find the cat. I kept the cat until they coughed up the reward money. Am I a jerk?","My brother's nine year old son is poorly behaved. One day, my brother dropped the son off on my doorstep without my consent and drove off, texting me that he needed me to watch his son for the day. The son complained of being hungry, so I gave him the leftovers I had. He said he didn't like them, but I told him that's all there was. He put them in the microwave until they burned, then told me he couldn't eat them and we would have to go out and get food. I told him that was what there was to eat, and if he ruined it he'd have to wait for his dad to get back. Later, everyone yelled at me for 'starving' a child. Am I a jerk?","My parents want us to come out for their anniversary, and bought my brother and I tickets on the same flight. My brother has two kids - a 6 month old and a 5 year old. He is currently separated from his wife so he would have to handle 2 children by herself on a 10 hour flight.

He calls me up a week or so beforehand and asks me if I will be willing to help him take care of his kids on the flight, and something about taking shifts so we can both sleep. I tell him that I wasn't comfortable with that, but he says ""nephew loves you so much"" so we can work something out on the flight and hangs up.

When I got to the airport, I chose to upgrade my seat so I could sit by myself and didn't mention it until we were on the plane. My family freaked and told me I abandoned my brother. Am I a jerk?","I'm a single dad with four kids, one of whom has a different mother from the other three. I get a lot of child support for one of them, and none for the other 3. 2/3rds of the child support for the eldest go towards his expenses and college fund. The other third goes towards my other children. My friend recently found out and told me it was inappropriate to use the child support intended for the one on the other three. Am I a jerk?","I have a child with a father who never wanted anything to do with them. I make enough money to cover my expenses, but I constantly check up on the child's father to make sure he's paying adequate child support. Periodically I either hire an investigator or her dad just tells me he got a raise and I go to court to adjust the child support accordingly. The last time I did this, he didn't show up for court and I apparently overestimated how much his raise was and I got a default judgment. He called me up and practically pleaded with me to lower his payments after I said no he insulted me and my son. Am I a jerk?","One of my children wants to go to an expensive school to become a dentist. I told them I'd be fine paying for it. The other one wants to go to a similarly expensive school to become a teacher. I told her that I wouldn't pay for him schooling unless he picked a career path that will make at least 100,000 a year. Am I a jerk?","I was in a conflict with my father-in-law's girlfriend, in which I made a snide comment about she's never paid child support to his ex. Later, she called me and told me if I ever said anything like that ever again she'd sue me for defamation. I took the threat seriously, as she is a lawyer, and uninvited him for our wedding and told my family I couldn't be around him anymore. Am I a jerk?","Some of my relatives refuse to come to my wedding, since they don't approve of our 'lifestyle'. I would like to donate the money I will save to an LBGTQ organization in their name. I’m hoping that I or the organization will be able to send them a receipt/thank you for the donation. Would I be a jerk?",My wife has decided that since she can’t drink because she is pregnant that I can’t either. I planned to take my annual leave from work to take us (and pay for) a trip abroad. I asked my wife would the drinking rule still be in effect and she said of course. I’ve now decided I won’t be paying for us to take this trip. Am I jerk?,"My brother is going to be a groomsman at my wedding. His hair was dyed, but he recently decided to grow it out, so parts of it are bleached and part are not. I told him it wouldn't look good in the pictures, and offered to pay for him to dye it. He said no, and I said he couldn't be in the wedding party. Am I a jerk?"
9/17/2024 9:28:55,Junior,19,Mildly conservative,Strongly liberal,Somewhat religious,Male,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk
9/17/2024 9:29:12,Junior,19,Neutral,Mildly liberal,Strongly religious,Male,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:29:22,Sophmore,18,Don't know / It's complicated,Don't know / It's complicated,Not religious at all,Male,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk
9/17/2024 9:29:41,Senior,,Neutral,Neutral,Somewhat religious,Female,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:30:06,Sophmore,19,Mildly liberal,Mildly liberal,Somewhat religious,Female,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:30:21,Junior,18,Mildly conservative,Mildly liberal,Not religious at all,Non-binary / other,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk
9/17/2024 9:31:27,Junior,19,Strongly conservative,Mildly liberal,Not religious at all,Male,Mildly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:31:33,Senior,22,Strongly conservative,Neutral,Strongly religious,Female,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk
9/17/2024 9:32:03,Sophmore,19,Mildly conservative,Mildly conservative,Not religious at all,Male,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:32:49,Junior,20,Don't know / It's complicated,Mildly liberal,Not religious at all,Male,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk
9/17/2024 9:33:27,Sophmore,19,Mildly liberal,Mildly liberal,Somewhat religious,Male,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:33:36,Sophmore,20,Neutral,Mildly liberal,Somewhat religious,Male,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk
9/17/2024 9:33:39,Junior,20,Strongly conservative,Neutral,Somewhat religious,Male,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:34:07,Junior,20,Mildly liberal,Mildly liberal,Somewhat religious,Female,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:34:22,Senior,20,Mildly conservative,Neutral,Not religious at all,Female,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:34:23,Sophmore,18,Mildly conservative,Strongly liberal,Somewhat religious,Female,Strongly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:35:17,Junior,20,Neutral,Neutral,Somewhat religious,Male,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:35:39,Junior,20,Neutral,Neutral,Somewhat religious,Male,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:36:56,Junior,20,Mildly liberal,Mildly liberal,Somewhat religious,Male,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:37:19,Senior,45,Mildly conservative,Neutral,Not religious at all,Male,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk
9/17/2024 9:37:21,Sophmore,19,Mildly liberal,Mildly liberal,Not religious at all,Male,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk
9/17/2024 9:37:28,Senior,20,Mildly conservative,Neutral,Not religious at all,Male,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:37:30,Junior,20,Mildly conservative,Mildly conservative,Somewhat religious,Male,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk
9/17/2024 9:38:34,Junior,21,Strongly liberal,Mildly liberal,Not religious at all,Male,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:38:46,Junior,20,Don't know / It's complicated,Neutral,Somewhat religious,Male,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:39:13,Junior,20,Mildly conservative,Mildly liberal,Somewhat religious,Male,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:39:34,Senior,28,Neutral,Neutral,Not religious at all,Male,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:39:52,Junior,21,Mildly conservative,Mildly conservative,Not religious at all,Male,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:40:27,Junior,19,Mildly liberal,Strongly liberal,Not religious at all,Male,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:40:27,Junior,20,Neutral,Neutral,Strongly religious,Male,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk
9/17/2024 9:40:31,Sophmore,19,Neutral,Neutral,Not religious at all,Male,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk
9/17/2024 9:40:32,Junior,20,Neutral,Neutral,Somewhat religious,Male,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk
9/17/2024 9:40:33,Junior,20,Neutral,Mildly conservative,Not religious at all,Male,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk
9/17/2024 9:40:58,Sophmore,19,Mildly conservative,Neutral,Somewhat religious,Male,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:40:59,Junior,20,Neutral,Mildly liberal,Somewhat religious,Female,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk
9/17/2024 9:41:50,Senior,20,Don't know / It's complicated,Don't know / It's complicated,Not religious at all,Male,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:42:08,Junior,20,Mildly liberal,Mildly liberal,Somewhat religious,Male,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:43:03,Junior,20,Mildly liberal,Mildly liberal,Not religious at all,Female,Not a jerk,Strongly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk
9/17/2024 9:43:09,Junior,20,Mildly conservative,Mildly liberal,Not religious at all,Male,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk
9/17/2024 9:44:21,Sophmore,18,Mildly liberal,Strongly liberal,Not religious at all,Female,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:44:52,Sophmore,19,Neutral,Neutral,Not religious at all,Male,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk
9/17/2024 9:45:07,Senior,20,Mildly conservative,Mildly liberal,Somewhat religious,Female,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:45:28,Junior,20,Strongly conservative,Mildly liberal,Not religious at all,Male,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:45:40,Junior,19,Mildly liberal,Strongly liberal,Somewhat religious,Female,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:45:51,Sophmore,19,Mildly conservative,Neutral,Somewhat religious,Female,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk
9/17/2024 9:46:58,Junior,21,Mildly conservative,Don't know / It's complicated,Somewhat religious,Male,Not a jerk,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:47:06,Junior,20,Mildly liberal,Don't know / It's complicated,Somewhat religious,Male,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk
9/17/2024 9:47:09,Sophmore,19,Neutral,Neutral,Not religious at all,Female,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk
9/17/2024 9:47:16,Junior,20,Mildly liberal,Neutral,Not religious at all,Male,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:48:02,Junior,20,Don't know / It's complicated,Don't know / It's complicated,Not religious at all,Male,Mildly a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:48:58,Senior,21,Neutral,Mildly liberal,Somewhat religious,Male,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk
9/17/2024 9:49:17,Junior,20,Mildly conservative,Mildly liberal,Not religious at all,Male,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk
9/17/2024 9:49:49,Senior,19,Neutral,Neutral,Somewhat religious,Male,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk,Not a jerk,,Mildly a jerk,Strongly a jerk,Strongly a jerk,Not a jerk
9/17/2024 9:49:51,Sophmore,19,Mildly conservative,Neutral,Not religious at all,Male,Not a jerk,Mildly a jerk,Not a jerk,Not a jerk,Strongly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Mildly a jerk,Mildly a jerk,Strongly a jerk,Not a jerk,Strongly a jerk,Strongly a jerk
9/17/2024 9:52:23,Junior,20,Neutral,Mildly liberal,Not religious at all,Male,Mildly a jerk,Mildly a jerk,Not a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Not a jerk,Mildly a jerk,Strongly a jerk,Not a jerk,Not a jerk,Mildly a jerk,Mildly a jerk
